State,County,Count of County,FIPS,Percent of County Urban,"Sum of Population, tract total","Sum of Housing units, total",Average Income In County,Percent of Tract Low income,PercentPopUnderPoverty,Sum of Low income and low access tract measured at 1 mile for urban areas and 10 miles for rural areas,Sum of Low income and low access tract measured at 1/2 mile for urban areas and 10 miles for rural areas,Sum of Low income and low access tract measured at 1 mile for urban areas and 20 miles for rural areas,Sum of Low income and low access tract using vehicle access or low income and low access tract measured at 20 miles,"Sum of Vehicle access, tract with low vehicle access",Sum of Low access tract at 1 mile for urban areas and 10 miles for rural areas,Sum of Low access tract at 1/2 mile for urban areas and 10 miles for rural areas,Sum of Low access tract at 1 mile for urban areas and 20 miles for rural areas,Sum of Low access tract at 1/2 mile,Sum of Low access tract at 1 mile,Sum of Low access tract at 10 miles,Sum of Low access tract at 20 miles,Sum of Low access tract using vehicle access and at 20 miles  in rural areas,"Sum of Low access, population at 1 mile for urban areas and 10 miles for rural areas, number","Sum of Low access, population at 1/2 mile for urban areas and 10 miles for rural areas, number","Sum of Low access, population at 1 mile for urban areas and 20 miles for rural areas, number","Sum of Low access, low-income population at 1 mile for urban areas and 10 miles for rural areas, number","Sum of Low access, low-income population at 1/2 mile for urban areas and 10 miles for rural areas, number","Sum of Low access, low-income population at 1 mile for urban areas and 20 miles for rural areas, number","Sum of Low access, population at 1/2 mile, number","Sum of Low access, low-income population at 1/2 mile, number","Sum of Low access, White population at 1/2 mile, number","Sum of Low access, Black or African American population at 1/2 mile, number","Sum of Low access, Asian population at 1/2 mile, number","Sum of Low access, Native Hawaiian or Other Pacific Islander population at 1/2 mile, number","Sum of Low access, American Indian or Alaska Native population at 1/2 mile, number","Sum of Low access, Other/Multiple race population at 1/2 mile, number","Sum of Low access, Hispanic or Latino population at 1/2 mile, number","Sum of Vehicle access, housing units without and low access at 1/2 mile, number","Sum of Low access, population at 1 mile, number","Sum of Low access, low-income population at 1 mile, number","Sum of Low access, White population at 1 mile, number","Sum of Low access, Black or African American population at 1 mile, number","Sum of Low access, Asian population at 1 mile, number","Sum of Low access, Native Hawaiian and Other Pacific Islander population at 1 mile, number","Sum of Low access, American Indian and Alaska Native population at 1 mile, number","Sum of Low access, Other/Multiple race population at 1 mile, number","Sum of Low access, Hispanic or Latino population at 1 mile, number","Sum of Vehicle access, housing units without and low access at 1 mile, number","Sum of Low access, population at 10 miles, number","Sum of Low access, low-income population at 10 miles, number","Sum of Low access, White population at 10 miles, number","Sum of Low access, Black or African American population at 10 miles, number","Sum of Low access, Asian population at 10 miles, number","Sum of Low access, Native Hawaiian and Other Pacific Islander population at 10 miles, number","Sum of Low access, American Indian and Alaska Native population at 10 miles, number","Sum of Low access, Other/Multiple race population at 10 miles, number","Sum of Low access, Hispanic or Latino population at 10 miles, number","Sum of Vehicle access, housing units without and low access at 10 miles, number","Sum of Low access, population at 20 miles, number","Sum of Low access, low-income population at 20 miles, number","Sum of Low access, White population at 20 miles, number","Sum of Low access, Black or African American population at 20 miles, number","Sum of Low access, Asian population at 20 miles, number","Sum of Low access, Native Hawaiian and Other Pacific Islander population at 20 miles, number","Sum of Low access, American Indian and Alaska Native population at 20 miles, number","Sum of Low access, Other/Multiple race population at 20 miles, number","Sum of Low access, Hispanic or Latino population at 20 miles, number","Sum of Vehicle access, housing units without and low access at 20 miles, number","Sum of Tract low-income population, number","Sum of Tract White population, number","Sum of Tract Black or African American population, number","Sum of Tract Asian population, number","Sum of Tract Native Hawaiian and Other Pacific Islander population, number","Sum of Tract American Indian and Alaska Native population, number","Sum of Tract Other/Multiple race population, number","Sum of Tract Hispanic or Latino population, number","Sum of Tract housing units without a vehicle, number"
Alabama,Houston County,22,1069,63.63636364,101547,40969,53357.40909,40.90909091,18.89421155,3,7,3,3,5,8,14,7,13,7,1,0,5,14398,41202,13691,4309,15818,3985,81158,31400,59231,18560,659,28,356,2325,2324,1767,52641,19193,42004,8429,373,17,265,1550,1583,873,707,324,551,125,0,0,13,18,9,18,0,0,0,0,0,0,0,0,0,0,41452,71053,26176,820,49,446,3003,2995,2438
Alabama,Jackson County,11,1071,18.18181818,53227,21513,48657.36364,81.81818182,20.33713717,3,3,2,4,4,4,4,2,2,2,2,0,4,5640,9321,2595,2860,4650,1457,50425,23045,46045,1486,154,48,685,2007,1280,903,43181,19690,39669,1043,119,42,606,1702,1083,735,3045,1403,2879,18,2,0,69,79,56,31,0,0,0,0,0,0,0,0,0,0,23625,48348,1781,185,48,719,2146,1339,940
Alabama,Jefferson County,163,1073,87.73006135,658466,263568,66121.35583,53.98773006,17.54813612,54,81,54,50,60,94,141,92,139,92,2,0,60,226576,444964,222135,82880,165020,81690,531938,189254,283866,223686,6529,194,1383,16271,19072,16010,306891,105330,171116,123610,2793,104,782,8493,9610,8404,4441,1190,3285,1111,4,1,9,32,17,49,0,0,0,0,0,0,0,0,0,0,228848,349166,276525,9158,244,1740,21633,25488,19981
Alabama,Lamar County,3,1075,0,14564,6103,49775.66667,66.66666667,21.12936693,0,0,0,2,2,0,0,0,0,0,0,0,2,89,89,0,60,60,0,12748,5747,11175,1307,4,2,20,237,163,382,11127,5035,10050,857,4,1,16,199,136,296,89,60,88,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6472,12626,1643,4,2,24,265,180,426
Alabama,Lauderdale County,22,1077,54.54545455,92709,38680,56206.81818,45.45454545,15.6811356,4,9,3,7,9,7,12,6,11,6,1,0,9,15761,35884,14933,6000,16057,5599,80684,29702,71729,6156,588,26,284,1902,1695,2133,57045,18655,52958,2604,245,15,198,1030,885,841,828,401,813,3,0,0,2,10,1,20,0,0,0,0,0,0,0,0,0,0,33645,80112,9257,685,34,338,2283,2082,2698
Alabama,Lawrence County,9,1079,11.11111111,34339,13654,55221.88889,55.55555556,16.79157226,2,2,1,2,3,3,3,1,1,1,2,0,3,4275,5962,2061,1839,2585,858,33171,12150,25776,3731,39,6,1917,1700,560,709,30683,11018,24372,2825,30,6,1839,1611,524,586,2214,981,1855,40,1,0,206,113,25,56,0,0,0,0,0,0,0,0,0,0,12204,26647,3938,42,6,1953,1753,574,705
Alabama,Lee County,27,1081,81.48148148,140247,55682,59743.40741,62.96296296,23.88288662,10,15,10,6,8,18,23,17,22,17,1,0,8,47074,88244,46277,15525,36113,15209,119052,46162,86209,26491,2662,69,387,3232,3537,2038,77360,25354,57965,15909,1371,34,243,1840,1971,953,797,316,472,316,0,0,1,8,5,13,0,0,0,0,0,0,0,0,0,0,60220,100006,31901,3658,105,445,4132,4571,2739
Alabama,Limestone County,16,1083,31.25,82782,31446,66622.625,50,14.17342055,3,4,3,3,5,4,5,4,5,4,0,0,5,14118,18427,13809,5320,7362,5263,78037,25162,62777,9859,851,30,512,4008,4250,1114,67917,21879,55632,7774,683,26,447,3351,3512,901,309,57,303,0,0,0,1,5,1,3,0,0,0,0,0,0,0,0,0,0,27973,66506,10429,924,42,547,4334,4591,1171
Alabama,Lowndes County,4,1085,0,11299,4352,40745.75,100,27.94513674,2,2,0,4,4,2,2,0,0,0,2,0,4,4411,4411,0,2284,2284,0,11018,5977,2826,8061,14,0,25,91,87,563,10656,5749,2738,7789,14,0,25,90,86,533,4411,2284,990,3368,2,0,4,46,34,232,0,0,0,0,0,0,0,0,0,0,5542,2859,8310,14,0,25,91,87,562
Alabama,Macon County,12,1087,50,21452,8499,45161.16667,83.33333333,26.28138635,7,8,5,4,4,7,8,5,6,5,2,0,4,8996,11556,6795,4740,6207,3602,20428,10292,3254,16801,70,2,28,272,222,994,17711,8761,3128,14263,69,2,23,227,188,805,2201,1138,471,1699,6,0,1,22,17,116,0,0,0,0,0,0,0,0,0,0,8453,3319,17729,76,2,29,297,232,989
Alabama,Madison County,73,1089,83.56164384,334811,134700,76157.0274,45.20547945,14.19716497,17,26,17,11,17,39,59,39,59,39,0,0,17,116443,221860,116097,31282,64627,31182,277105,79103,191779,64132,6650,299,2235,12020,12426,5187,165732,44342,117950,36090,3047,144,1517,6978,6933,2622,346,100,327,4,0,0,8,7,15,3,0,0,0,0,0,0,0,0,0,0,98310,228280,80376,8265,365,2551,14974,15404,7103
Alabama,Marengo County,6,1091,16.66666667,21027,8535,50807.83333,83.33333333,21.85912874,4,4,1,2,2,4,4,1,1,1,3,0,2,5807,7346,1857,2787,3681,722,17291,8278,8278,8693,30,8,30,252,289,597,12839,6252,5985,6665,10,4,21,153,173,378,3950,2065,1677,2232,1,1,8,33,22,93,0,0,0,0,0,0,0,0,0,0,9424,9751,10872,53,13,34,304,352,805
Alabama,Marion County,8,1093,0,30776,12651,47207.625,75,17.36356577,0,0,0,1,1,0,0,0,0,0,0,0,1,932,932,0,316,316,0,27622,12827,25978,942,43,14,92,552,551,504,23186,10818,21933,629,40,14,86,484,480,355,932,316,913,8,0,5,0,6,2,7,0,0,0,0,0,0,0,0,0,0,13733,28791,1184,54,14,101,632,632,568
Alabama,Marshall County,18,1095,44.44444444,93019,35810,54459.22222,61.11111111,21.51578387,6,6,6,3,4,8,8,8,8,8,0,0,4,20717,31573,20717,9331,14250,9331,80017,34223,71544,1108,426,83,608,6247,7869,1343,60924,25394,55245,519,291,30,484,4356,5362,826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41608,81464,1494,478,103,706,8774,11238,1675
Alabama,Mobile County,114,1097,80.70175439,412992,158435,53925.74561,53.50877193,19.87205394,21,45,21,15,24,45,84,44,83,44,1,0,24,103439,218706,102592,40126,88818,39999,320208,126600,202387,101329,5782,153,3235,7324,7243,7470,193433,73370,134886,48058,3522,98,2680,4188,3945,3393,847,127,820,5,2,0,10,11,7,2,0,0,0,0,0,0,0,0,0,0,160804,248647,142992,7561,204,3681,9907,9936,10391
Alabama,Monroe County,7,1099,0,23068,9214,42242.71429,100,30.87865441,3,3,0,4,4,3,3,0,0,0,3,0,4,4295,4295,3,2613,2613,2,21231,11217,11803,8746,60,9,250,365,205,926,18266,9731,10506,7154,43,9,238,317,169,789,4295,2613,1676,2486,5,0,86,42,21,272,3,2,2,1,0,0,0,0,0,0,11215,12718,9614,67,9,260,400,220,900
Alabama,Montgomery County,65,1101,81.53846154,229363,89981,60741.96923,58.46153846,21.59331322,18,37,16,23,24,30,57,26,53,26,4,0,24,63497,158511,58337,24643,67973,22600,179428,73999,69608,100068,3455,123,452,5726,6148,6155,83407,30406,32407,46776,1914,49,214,2040,2072,2628,5160,2043,3293,1748,14,1,26,80,36,86,0,0,0,0,0,0,0,0,0,0,89134,90656,125477,4821,171,589,7649,8314,7595
Alabama,Morgan County,27,1103,62.96296296,119490,47030,61559.14815,22.22222222,16.0078199,3,6,3,4,7,9,17,9,17,9,0,0,7,27035,54212,26699,9884,22805,9815,103759,37984,83820,12001,543,81,931,6385,7110,2046,71887,24140,62172,5740,352,36,671,2919,2877,1137,336,69,324,2,0,1,1,8,1,6,0,0,0,0,0,0,0,0,0,0,42034,95404,14185,691,107,1042,8061,9156,2415
Alabama,Perry County,3,1105,0,10591,3947,29469,100,41.66346898,3,3,0,2,2,3,3,0,0,0,3,0,2,4187,4187,0,2950,2950,0,10453,7131,3125,7219,29,5,17,58,113,577,8815,6014,2375,6372,7,4,10,46,52,505,4187,2950,954,3200,6,0,6,21,23,279,0,0,0,0,0,0,0,0,0,0,5880,3204,7276,30,5,17,59,114,436
Alabama,Pickens County,5,1107,0,19746,8012,52387.4,80,23.70043047,0,0,0,3,4,0,0,0,0,0,0,0,4,820,820,0,295,295,0,17773,8181,10325,7067,36,1,24,321,287,683,14454,6606,9033,5120,32,1,20,249,246,530,820,295,376,434,1,0,0,8,8,26,0,0,0,0,0,0,0,0,0,0,8732,11110,8211,36,1,28,360,313,731
Alabama,Pike County,8,1109,25,32899,13210,51037.5,62.5,26.89850147,1,1,1,1,2,2,2,2,2,2,0,0,2,7628,13710,6246,3452,7498,2905,28403,14468,16983,9976,523,21,173,728,602,803,19385,8707,12635,5959,105,17,140,531,428,434,1382,547,903,452,3,0,14,11,8,23,0,0,0,0,0,0,0,0,0,0,15313,19144,12054,654,24,192,831,730,899
Alabama,Randolph County,6,1111,16.66666667,22913,9164,50879.83333,50,17.82378562,2,2,0,1,2,4,4,1,1,1,3,0,2,6718,7679,3779,3021,3363,1531,20868,8529,16027,4107,48,5,79,601,600,483,18783,7674,14979,3101,36,5,75,587,583,423,2939,1490,2303,448,1,1,10,177,203,75,0,0,0,0,0,0,0,0,0,0,9319,17532,4607,55,5,84,630,649,605
Alabama,Russell County,13,1113,61.53846154,52947,21229,48701.23077,53.84615385,21.12065273,2,5,1,6,8,6,10,3,7,3,3,0,8,7885,21188,4069,3529,9905,1852,39420,16825,22776,14945,180,74,169,1278,1385,1421,24032,9226,14540,8434,112,56,98,790,856,702,3927,1739,1527,2311,7,2,8,72,60,220,111,62,18,93,0,0,0,0,1,6,24801,28449,22135,236,113,219,1795,1946,2230
Alabama,Shelby County,48,1117,60.41666667,195085,74072,88623.4375,14.58333333,8.844173565,1,3,1,1,6,25,29,25,29,25,0,0,6,67198,104932,66845,11353,19548,11255,172280,36752,145312,16855,3149,72,508,6389,8915,1919,126073,26574,108155,11483,1903,44,390,4096,5452,1418,353,98,350,0,0,0,2,1,3,4,0,0,0,0,0,0,0,0,0,0,44234,161943,20732,3726,74,553,8057,11567,2305
Alabama,St. Clair County,13,1115,15.38461538,83593,31624,63409.53846,46.15384615,13.1302944,0,0,0,1,4,2,2,2,2,2,0,0,4,8084,10376,8084,1984,2504,1984,78916,25384,70001,6410,451,42,270,1743,1592,927,68877,21797,61633,5148,349,36,236,1479,1377,782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28006,73741,7150,518,46,281,1857,1716,979
Alabama,Sumter County,4,1119,0,13763,5629,45447.25,100,31.49864855,1,1,0,3,3,1,1,0,0,0,1,0,3,2483,2483,21,1480,1480,10,11741,7250,2796,8847,31,4,11,52,76,568,8951,5555,2095,6794,24,0,5,34,48,444,2483,1480,499,1974,5,0,0,5,7,139,21,10,8,13,0,0,0,0,0,0,7677,3326,10316,33,4,11,73,86,667
Alabama,Talladega County,22,1121,40.90909091,82291,31890,50235.59091,59.09090909,19.84706347,5,6,5,9,9,6,9,6,9,6,0,0,9,15308,25486,15271,6454,11917,6441,75022,33313,49727,23029,279,6,247,1737,1517,2231,59391,25131,41125,16563,221,6,184,1292,1113,1464,37,13,32,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,34553,53739,26055,339,6,264,1888,1671,2466
Alabama,Tallapoosa County,10,1123,10,41616,16985,52961.9,60,20.08027682,1,1,1,6,7,2,2,1,1,1,1,0,7,3099,4778,872,1360,2346,545,38797,16295,27442,10063,174,7,118,995,911,1354,33202,13082,24852,7374,128,7,104,738,639,1085,2227,815,1908,295,3,0,3,20,23,28,0,0,0,0,0,0,0,0,0,0,17530,29087,11083,197,8,121,1120,1042,1477
Alabama,Tuscaloosa County,47,1125,70.21276596,194656,76141,64371.68085,46.80851064,18.91534605,4,18,4,5,8,17,31,16,30,16,1,0,8,41787,97938,38521,13106,38511,12289,152578,53687,104790,41940,1543,80,425,3804,4363,2886,90383,26868,70259,17261,665,28,263,1908,2107,1112,3266,817,3148,57,9,0,10,42,37,23,0,0,0,0,0,0,0,0,0,0,70697,129004,57611,2306,117,526,5092,5949,4166
Alabama,Walker County,18,1127,11.11111111,67023,26571,54000.61111,83.33333333,19.86887337,2,2,2,4,4,2,2,2,2,2,0,0,4,5793,7990,5626,2491,3327,2442,61228,26247,56272,3232,162,33,223,1304,1144,1425,53204,22899,49127,2643,123,27,196,1088,968,1175,167,49,163,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,27048,61146,3928,195,36,251,1467,1307,1434
Alabama,Washington County,5,1129,0,17581,6758,52194.6,40,20.23994085,1,1,0,0,0,3,3,0,0,0,3,0,0,1966,1966,0,788,788,0,17045,7601,11195,4183,18,12,1396,241,142,236,16113,7199,10733,3773,18,12,1347,228,131,228,1966,788,1435,494,2,1,16,16,8,49,0,0,0,0,0,0,0,0,0,0,7417,11508,4380,20,12,1411,250,151,221
Alabama,Wilcox County,4,1131,0,11670,4484,36813,100,30.45460154,3,3,0,3,3,3,3,0,0,0,3,0,3,4897,4897,5,2763,2763,3,11591,6260,3094,8420,4,1,14,58,72,683,11304,6152,2975,8255,4,1,14,56,67,666,4897,2763,953,3926,4,1,5,8,40,220,5,3,3,2,0,0,0,0,0,0,5842,3126,8465,4,1,14,60,72,612
Alabama,Winston County,7,1133,0,24484,10163,49222.57143,57.14285714,16.19012008,1,1,0,3,3,1,1,0,0,0,1,0,3,1033,1033,0,415,415,0,22073,10159,21189,96,46,23,133,586,499,614,19554,8930,18876,81,39,15,110,436,349,474,1033,415,1008,1,0,1,5,18,8,19,0,0,0,0,0,0,0,0,0,0,10985,23409,115,60,28,163,709,639,666
Alaska,Aleutians East Borough,1,2013,0,3141,553,77941,0,15.4,0,0,0,0,1,1,1,1,0,0,1,1,1,1226,1226,1119,458,458,418,3041,1081,637,218,1087,18,861,221,364,131,2950,1047,621,217,1055,18,826,214,355,126,1226,458,341,186,449,15,135,100,220,56,1119,418,262,184,447,15,122,89,215,34,1197,660,219,1130,19,876,237,385,198
Alaska,Aleutians West Census Area,2,2016,0,5561,1212,79297,50,9.203057004,1,1,1,1,1,1,1,1,0,0,1,1,1,1190,1190,1185,434,434,433,4570,1317,1526,307,1326,93,744,573,636,159,3409,999,1188,219,787,65,714,435,467,133,1190,434,291,33,179,7,589,91,61,103,1185,433,289,32,178,7,589,90,60,103,1535,2004,332,1606,103,857,659,726,193
Alaska,Anchorage Municipality,55,2020,94.54545455,291826,107332,99590.41818,30.90909091,9.288361558,5,17,5,8,12,24,52,24,52,24,0,0,12,82856,203547,82264,13339,39993,13283,212595,41102,145129,11017,15971,3535,15707,21241,15485,3578,89739,14114,66790,3694,5542,821,5237,7654,5823,987,631,62,571,1,24,0,14,19,13,3,18,3,15,0,0,0,0,3,0,0,61216,192498,16226,23580,5901,23130,30491,22061,6206
Alaska,Bethel Census Area,3,2050,33.33333333,17013,4651,58649,66.66666667,27.39465115,2,2,2,2,3,3,3,3,1,1,2,2,3,11678,13084,10058,6780,7140,5606,14732,8295,1435,54,90,26,12519,607,147,2403,13260,7887,1176,42,71,23,11438,510,121,2299,8747,6009,399,11,4,3,8094,237,43,1826,7127,4835,362,9,4,3,6532,217,34,1473,9730,1894,65,160,27,14109,758,181,2573
Alaska,Bristol Bay Borough,1,2060,0,997,423,98472,0,5.8,0,0,0,0,0,1,1,0,0,0,1,0,0,561,561,7,116,116,2,997,203,481,0,8,3,334,171,24,42,996,203,480,0,8,3,334,171,24,42,561,116,219,0,3,2,214,123,13,24,7,2,0,0,0,0,6,1,0,0,179,481,0,8,3,334,171,24,33
Alaska,Denali Borough,1,2068,0,1826,806,102500,0,16.9,0,0,0,0,0,1,1,1,0,0,1,1,1,1826,1826,1822,604,604,603,1826,604,1637,10,19,1,65,94,42,25,1826,604,1637,10,19,1,65,94,42,25,1826,604,1637,10,19,1,65,94,42,25,1822,603,1633,10,19,1,65,94,42,25,805,1637,10,19,1,65,94,42,21
Alaska,Dillingham Census Area,2,2070,0,4847,1563,61640,50,16.89995874,1,1,1,1,2,1,1,1,0,0,1,1,2,2462,2462,1730,1525,1525,1138,4513,2063,748,11,26,6,3308,415,94,574,4074,1941,634,9,19,5,3047,361,81,548,2462,1525,142,2,0,2,2137,179,25,467,1730,1138,82,2,0,2,1489,155,24,331,2211,878,11,32,6,3470,450,101,544
Alaska,Fairbanks North Star Borough,19,2090,68.42105263,97581,36441,86370.36842,26.31578947,8.218902245,2,4,2,3,4,8,13,8,12,7,1,1,5,37788,53356,37058,7544,11842,7414,87959,20017,68780,3754,2183,343,5715,7185,4970,1025,69363,14699,56285,2252,1461,214,3928,5221,3432,607,5178,825,4596,52,70,4,184,273,162,8,910,229,815,2,14,0,42,37,28,5,21665,75175,4423,2591,396,6879,8117,5651,1560
Alaska,Haines Borough,1,2100,0,2508,1149,76719,0,9,0,0,0,0,0,1,1,0,0,0,1,0,0,519,519,434,253,253,212,1920,608,1670,4,10,0,121,115,39,48,1479,507,1289,0,9,0,87,95,32,32,519,253,446,0,4,0,25,44,13,0,434,212,370,0,4,0,21,39,12,0,646,2086,10,14,0,230,168,47,73
Alaska,Hoonah-Angoon Census Area,2,2232,0,2150,913,63672,50,9.741395349,1,1,0,0,1,2,2,1,0,0,2,1,1,2137,2137,2047,669,669,644,2150,674,1014,8,12,1,890,225,77,281,2150,674,1014,8,12,1,890,225,77,281,2137,669,1004,8,12,1,887,225,77,279,2047,644,996,8,11,1,815,215,75,270,678,1014,8,12,1,890,225,77,241
Alaska,Juneau City and Borough,6,2110,33.33333333,31275,12187,111953.5,0,7.979753797,0,0,0,0,2,2,2,2,2,2,0,0,2,6475,10035,6348,614,892,601,25445,3936,17815,206,1505,181,2974,2764,1278,661,20058,3266,14115,144,1178,80,2387,2155,983,526,157,21,134,2,4,0,4,12,3,13,30,8,24,0,0,0,2,3,1,3,5085,21814,279,1919,218,3692,3353,1588,1127
Alaska,Kenai Peninsula Borough,13,2122,7.692307692,55400,22161,81176.38462,23.07692308,12.15400542,3,3,2,2,6,8,8,4,1,1,7,3,8,13103,14911,5876,4360,5101,1960,52147,15172,44222,242,566,105,3823,3190,1522,1254,45784,13222,38906,202,468,89,3392,2724,1272,974,8785,2949,7136,25,95,21,1024,485,180,240,1558,549,916,10,19,3,516,95,27,68,16596,46857,269,631,119,4081,3443,1641,1435
Alaska,Ketchikan Gateway Borough,4,2130,50,13477,5305,85370.5,25,10.55475254,0,1,0,1,1,0,2,0,2,0,0,0,1,216,2786,201,54,928,54,7976,1839,5841,43,236,8,1106,740,305,313,4732,843,3653,16,77,4,550,434,168,70,39,1,36,0,0,0,1,2,1,4,24,1,24,0,0,0,0,0,1,3,3461,9176,78,943,27,1910,1343,538,601
Alaska,Kodiak Island Borough,5,2150,60,13592,4630,87142.2,0,9.323763979,0,0,0,0,2,4,4,4,3,3,1,1,2,5801,9442,4812,1560,2553,1338,10942,2850,6099,80,2244,68,1367,1083,785,404,7301,1857,4024,61,1555,27,942,692,551,338,1633,532,1008,5,15,1,489,115,31,110,644,310,253,3,3,0,340,46,18,78,3544,7522,92,2660,87,1797,1434,996,411
Alaska,Kusilvak Census Area,1,2158,0,7459,1745,35354,100,40.5,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5855,4292,152,1,14,0,5570,119,7,1196,4691,3472,110,1,7,0,4482,91,3,952,1562,1193,55,1,5,0,1478,23,2,327,1324,1015,38,0,3,0,1265,17,2,276,0,0,0,0,0,0,0,0,0
Alaska,Lake and Peninsula Borough,1,2164,0,1631,553,48984,100,15.9,1,1,1,1,1,1,1,1,0,0,1,1,1,1631,1631,1630,679,679,678,1631,679,380,9,6,5,1061,170,43,259,1631,679,380,9,6,5,1061,170,43,259,1631,679,380,9,6,5,1061,170,43,259,1630,678,379,9,6,5,1061,170,43,259,568,380,9,6,5,1061,170,43,201
Alaska,Matanuska-Susitna Borough,24,2170,29.16666667,88995,31824,85539.25,37.5,10.66396539,7,7,3,1,1,11,11,7,7,7,4,0,1,25703,32076,21618,7286,9200,5800,82786,20652,70405,778,995,201,4513,5892,3037,938,71009,17607,60689,607,844,172,3806,4892,2507,703,5525,2007,4837,39,54,5,353,240,116,91,1436,520,1290,3,10,0,67,67,28,32,24599,75540,856,1096,221,4901,6381,3301,1010
Alaska,Nome Census Area,2,2180,0,9492,2815,61836,50,23.16906869,1,1,1,1,1,1,1,1,0,0,1,1,1,2196,2196,2178,1442,1442,1440,6260,3415,799,12,40,7,5157,246,60,1185,4819,2984,429,9,19,5,4235,123,30,1032,2196,1442,149,3,3,0,1989,52,8,520,2178,1440,141,3,1,0,1982,51,8,519,4585,1552,27,96,9,7199,609,115,1639
Alaska,North Slope Borough,3,2185,0,9430,2029,52327,33.33333333,9.760296925,1,1,1,1,2,2,2,2,0,0,2,2,3,3575,3575,3469,670,670,651,6855,1791,2782,72,161,43,3471,326,181,614,4758,1073,2447,53,61,7,2023,166,116,379,3575,670,2272,48,41,5,1099,111,102,201,3469,651,2205,47,39,5,1062,111,100,196,2499,3147,94,425,104,5100,560,249,751
Alaska,Northwest Arctic Borough,2,2188,50,7523,1919,64073,50,25.02601356,1,1,1,1,1,1,2,1,1,0,1,1,1,3473,4293,2793,2198,2589,1826,4857,2903,409,8,3,6,4162,268,22,858,3971,2476,314,7,2,1,3444,203,14,760,3434,2179,289,5,2,1,2948,189,14,653,2754,1807,252,2,2,0,2358,141,13,542,3799,846,37,42,12,6121,465,58,1222
Alaska,Petersburg Borough,1,2280,0,3815,1599,78482,0,8.2,0,0,0,0,1,0,0,0,0,0,0,0,1,168,168,58,25,25,9,2385,418,1634,8,35,3,492,213,57,180,1402,215,843,3,8,2,421,124,35,133,168,25,138,1,2,0,9,18,9,16,58,9,51,0,2,0,2,3,1,6,692,2711,15,100,7,614,368,130,185
Alaska,Prince of Wales-Hyder Census Area,4,2201,0,5559,2194,49701.25,50,14.93820831,1,1,1,1,0,2,2,2,0,0,2,2,2,1262,1262,1043,491,491,400,3960,1368,2380,11,16,17,1167,367,91,174,2306,849,1523,5,6,9,555,209,53,109,1262,491,833,4,2,6,336,81,23,76,1043,400,644,4,1,5,318,72,22,64,2262,2799,17,21,21,2207,494,127,255
Alaska,Sitka City and Borough,2,2220,100,8881,3545,89518.5,0,7.402522238,0,0,0,0,1,1,2,1,2,1,0,0,1,3066,4541,3066,555,941,555,4541,941,3023,29,140,20,785,542,240,189,3066,555,2148,14,87,14,487,316,145,116,60,0,56,0,0,0,2,2,3,10,35,0,33,0,0,0,1,1,1,6,1754,5798,47,529,30,1493,984,437,476
Alaska,Skagway Municipality,1,2231,0,968,436,84688,0,5.3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,1,1,0,158,28,149,0,0,0,3,5,1,6,82,14,82,0,0,0,0,0,0,3,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,185,885,0,5,1,34,43,21,31
Alaska,Southeast Fairbanks Census Area,2,2240,0,7029,2567,74283,50,10.55107412,1,1,1,1,1,2,2,1,0,0,2,1,1,2090,2090,1189,695,695,439,6668,1901,5355,73,62,16,772,388,215,128,6244,1776,5033,72,59,15,711,354,194,119,2090,695,1399,8,23,2,559,99,28,77,1189,439,737,5,13,1,375,58,14,60,1921,5651,76,64,18,808,412,234,114
Alaska,Valdez-Cordova Census Area,3,2261,0,9636,3966,95361.66667,0,8.900996264,0,0,0,0,2,2,2,1,0,0,2,1,2,2724,2724,1649,996,996,676,7214,2035,5317,27,203,24,1122,520,260,279,6026,1903,4380,21,129,19,1035,442,201,259,2724,996,1867,10,30,11,636,170,67,182,1649,676,1173,9,11,1,341,113,34,133,1884,7127,46,354,54,1315,740,349,220
Alaska,Wrangell City and Borough,1,2275,0,2369,1053,71923,100,7.8,1,1,0,0,0,1,1,0,0,0,1,0,0,506,506,161,119,119,38,1270,330,999,3,14,1,156,96,15,47,876,207,708,3,11,1,95,58,9,17,506,119,416,2,6,1,46,35,6,9,161,38,126,1,3,0,18,12,3,3,787,1719,4,33,1,384,228,37,148
Alaska,Yakutat City and Borough,1,2282,0,662,270,75833,0,6.7,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,1,1,0,541,201,226,1,12,12,203,88,13,20,280,104,128,0,7,7,98,38,7,11,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,256,281,2,27,12,237,103,17,21
