Row Labels,Count of County,Coutny FIPS Codes,Percent of County Urban,"Sum of Population, tract total","Sum of Housing units, total",Sum of Low income and low access tract measured at 1 mile for urban areas and 10 miles for rural areas,Sum of Low income and low access tract measured at 1/2 mile for urban areas and 10 miles for rural areas,Sum of Low income and low access tract measured at 1 mile for urban areas and 20 miles for rural areas,Sum of Low income and low access tract using vehicle access or low income and low access tract measured at 20 miles,"Sum of Vehicle access, tract with low vehicle access",Percent of County Low Incom,Poverty County Rate,Sum of Tract median family income,Sum of Low access tract at 1 mile for urban areas and 10 miles for rural areas,Sum of Low access tract at 1/2 mile for urban areas and 10 miles for rural areas,Sum of Low access tract at 1 mile for urban areas and 20 miles for rural areas,Sum of Low access tract at 1/2 mile,Sum of Low access tract at 1 mile,Sum of Low access tract at 10 miles,Sum of Low access tract at 20 miles,Sum of Low access tract using vehicle access and at 20 miles  in rural areas,"Sum of Low access, population at 1 mile for urban areas and 10 miles for rural areas, number","Sum of Low access, population at 1/2 mile for urban areas and 10 miles for rural areas, number","Sum of Low access, population at 1 mile for urban areas and 20 miles for rural areas, number","Sum of Low access, low-income population at 1 mile for urban areas and 10 miles for rural areas, number","Sum of Low access, low-income population at 1/2 mile for urban areas and 10 miles for rural areas, number","Sum of Low access, low-income population at 1 mile for urban areas and 20 miles for rural areas, number","Sum of Low access, population at 1/2 mile, number","Sum of Low access, low-income population at 1/2 mile, number","Sum of Low access, White population at 1/2 mile, number","Sum of Low access, Black or African American population at 1/2 mile, number","Sum of Low access, Asian population at 1/2 mile, number","Sum of Low access, Native Hawaiian or Other Pacific Islander population at 1/2 mile, number","Sum of Low access, American Indian or Alaska Native population at 1/2 mile, number","Sum of Low access, Other/Multiple race population at 1/2 mile, number","Sum of Low access, Hispanic or Latino population at 1/2 mile, number","Sum of Vehicle access, housing units without and low access at 1/2 mile, number","Sum of Low access, population at 1 mile, number","Sum of Low access, low-income population at 1 mile, number","Sum of Low access, White population at 1 mile, number","Sum of Low access, Black or African American population at 1 mile, number","Sum of Low access, Asian population at 1 mile, number","Sum of Low access, Native Hawaiian and Other Pacific Islander population at 1 mile, number","Sum of Low access, American Indian and Alaska Native population at 1 mile, number","Sum of Low access, Other/Multiple race population at 1 mile, number","Sum of Low access, Hispanic or Latino population at 1 mile, number","Sum of Vehicle access, housing units without and low access at 1 mile, number","Sum of Low access, population at 10 miles, number","Sum of Low access, low-income population at 10 miles, number","Sum of Low access, White population at 10 miles, number","Sum of Low access, Black or African American population at 10 miles, number","Sum of Low access, Asian population at 10 miles, number","Sum of Low access, Native Hawaiian and Other Pacific Islander population at 10 miles, number","Sum of Low access, American Indian and Alaska Native population at 10 miles, number","Sum of Low access, Other/Multiple race population at 10 miles, number","Sum of Low access, Hispanic or Latino population at 10 miles, number","Sum of Vehicle access, housing units without and low access at 10 miles, number","Sum of Low access, population at 20 miles, number","Sum of Low access, low-income population at 20 miles, number","Sum of Low access, White population at 20 miles, number","Sum of Low access, Black or African American population at 20 miles, number","Sum of Low access, Asian population at 20 miles, number","Sum of Low access, Native Hawaiian and Other Pacific Islander population at 20 miles, number","Sum of Low access, American Indian and Alaska Native population at 20 miles, number","Sum of Low access, Other/Multiple race population at 20 miles, number","Sum of Low access, Hispanic or Latino population at 20 miles, number","Sum of Vehicle access, housing units without and low access at 20 miles, number","Sum of Tract low-income population, number","Sum of Tract White population, number","Sum of Tract Black or African American population, number","Sum of Tract Asian population, number","Sum of Tract Native Hawaiian and Other Pacific Islander population, number","Sum of Tract American Indian and Alaska Native population, number","Sum of Tract Other/Multiple race population, number","Sum of Tract Hispanic or Latino population, number","Sum of Tract housing units without a vehicle, number"
Lawrence,9,1079,11.11111111,34339,13654,2,2,1,0,1,44.44444444,0.469728297,453808,2,2,1,1,1,1,0,1,3316.492378,4623.182988,1939.779542,1396.079205,2075.52099,769.2729212,32385.66899,13007.1658,25202.66433,3617.900273,32.39568668,5.999999977,1875.782137,1650.926536,541.9360373,582.9102572,29219.15704,11484.70455,23110.05596,2776.512458,30.37066233,5.479683297,1784.688648,1512.049595,480.3113788,473.1504484,1376.712836,626.8062838,1132.656035,31.38421225,0.999999962,0,134.8593818,76.81320401,18.22576184,20.98044494,0,0,0,0,0,0,0,0,0,0,13904,26647,3938,42,6,1953,1753,574,626
Lee,27,1081,81.48148148,140247,55682,11,15,11,6,8,55.55555556,0.525430134,1550578,17,22,17,22,17,0,0,8,55286.14526,90640.32354,55080.3294,24013.36484,40047.77415,23905.48873,122022.4599,51406.13567,88318.67195,26816.2653,3126.697402,66.29618419,386.7086918,3307.820382,3657.335744,2307.179253,85840.52726,35095.19241,63810.4105,17843.41857,1855.284737,36.40687079,258.9378051,2036.068854,2202.680096,1269.090941,205.8158644,107.8761105,115.6717461,83.23608967,0,0,1.411348976,5.496679002,2.725608059,5.14576328,0,0,0,0,0,0,0,0,0,0,60832,100006,31901,3658,105,445,4132,4571,2999
Limestone,16,1083,31.25,82782,31446,3,4,3,5,6,68.75,0.291005291,927367,4,5,4,5,4,0,0,6,11418.48177,17222.85479,10890.31416,3309.435659,6054.303817,3094.619887,76636.17009,24513.2497,61916.86333,9691.261209,842.9995197,26.69625751,503.8343543,3654.515407,3788.892596,1124.258404,65071.79439,20399.68887,53802.2344,7313.321363,668.9919633,17.67084959,424.7658524,2844.809935,2876.547285,838.9781229,528.1676162,214.8157725,513.9344609,1.912625158,0.719696037,0,4.275067653,7.325767671,1.208492603,9.427495084,0,0,0,0,0,0,0,0,0,0,27460,66506,10429,924,42,547,4334,4591,1310
Lowndes,4,1085,0,11299,4352,1,1,0,3,3,100,1.102752456,149636,1,1,0,0,0,1,0,3,2539.864392,2539.864392,0,1475.891759,1475.891759,0,10946.68765,6023.276504,2823.747667,7992.998722,14.00000013,0,24.99539015,90.94581465,86.97568387,496.8564907,10364.80105,5709.677355,2731.844345,7505.455919,14.00000013,0,24.8315084,88.66922376,86.30091754,455.8672131,2539.864392,1475.891759,608.9155986,1898.065363,2.048642037,0,2.329790331,28.50498,22.67604521,108.0934578,0,0,0,0,0,0,0,0,0,0,5921,2859,8310,14,0,25,91,87,526
Macon,12,1087,50,21452,8499,6,7,5,4,5,83.33333333,1.547641246,560185,7,8,5,6,5,2,0,5,8583.010685,11297.84172,6429.138769,4953.986197,6453.829689,3816.07981,20214.54954,11118.41107,3251.183602,16595.34151,69.93811928,2.000000021,27.46984327,268.6165075,221.3475368,1095.069768,17327.48168,9543.818424,3137.318512,13884.11269,65.61321947,2.000000021,22.57094357,215.8663411,182.0927551,890.3258681,2153.871917,1137.906387,478.769092,1645.041451,5.806067757,0,1.76545411,22.48985668,17.30293943,95.12245072,0,0,0,0,0,0,0,0,0,0,9961,3319,17729,76,2,29,297,232,1107
Madison,73,1089,83.56164384,334811,134700,13,26,13,10,16,46.57534247,0.347360152,5127319,39,59,39,59,39,0,0,16,120958.0342,225377.6736,120611.6794,32148.49759,65257.97597,32057.7979,280966.6062,81641.20492,194720.9046,64570.64664,6788.180519,303.6990385,2212.290153,12370.88492,12779.37064,4707.944325,172933.2345,47692.47285,123546.0492,36722.90234,3613.094602,153.8234293,1538.158892,7359.20592,7335.542709,2335.562214,346.3547632,90.69969292,327.1262761,4.298671311,0,0,8.183829651,6.745987666,15.41375575,8.278365577,0,0,0,0,0,0,0,0,0,0,100184,228280,80376,8265,365,2551,14974,15404,6885
Marengo,6,1091,16.66666667,21027,8535,4,4,1,4,4,83.33333333,0.715746421,268954,4,4,1,1,1,3,0,4,6390.593492,7929.483809,1857.088139,3129.137098,4042.460397,754.1988289,17559.67499,8410.745116,8398.965947,8834.845757,31.81224451,8.151160718,30.99999948,254.8998466,289.7906539,788.7905044,13270.0688,6384.604892,6179.75023,6890.597422,12.04501411,4.00000012,27.00185569,156.6742498,173.5656381,574.561647,4533.505353,2374.938269,1900.182675,2577.826935,3.132893264,0.93407438,14.00154081,37.42722948,24.34397549,194.8587943,0,0,0,0,0,0,0,0,0,0,9943,9751,10872,53,13,34,304,352,1027
Marion,8,1093,0,30776,12651,1,1,0,1,2,75,0.506888485,347426,1,1,0,0,0,1,0,2,1788.518369,1788.518369,0,918.9870477,918.9870477,0,28358.3375,13586.4912,26675.10841,953.4011044,48.344715,14.00000013,93.82178359,573.661491,573.4298334,665.0548044,24832.37006,11943.06935,23506.13673,659.7250704,44.26942927,14.00000013,91.5085501,516.7302943,513.7761,535.5055797,1788.518369,918.9870477,1746.71769,11.79759099,0.226942379,5.055741608,2.634644657,22.08575952,9.110830712,42.99450032,0,0,0,0,0,0,0,0,0,0,13978,28791,1184,54,14,101,632,632,726
Marshall,18,1095,44.44444444,93019,35810,4,4,4,4,5,55.55555556,0.381749965,902111,8,8,8,8,8,0,0,5,21672.33264,32973.83561,21672.33264,8702.005824,14467.73663,8702.005824,81262.4443,35946.04015,72037.72694,1130.085536,421.63081,82.5287696,618.246001,6972.226228,8862.969315,1694.044973,61412.433,25833.31842,55648.19554,539.1935475,292.2419724,29.9253636,479.2628867,4423.613667,5503.773456,1136.227181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42101,81464,1494,478,103,706,8774,11238,1985
Mobile,114,1097,80.70175439,412992,158435,22,48,22,14,21,55.26315789,0.670884666,5697544,45,85,44,84,44,1,0,21,103227.0147,222641.8275,101950.8707,40315.5326,94735.19661,40146.01313,324427.387,134383.7134,206348.9557,101304.9492,5865.697606,146.8919692,3289.264904,7471.62733,7323.484112,7389.369794,194515.3521,75533.41021,138390.0931,45469.46035,3565.559199,97.42258715,2715.452039,4277.36463,3993.035542,3247.754796,1276.143957,169.5194716,1242.570275,4.999999918,1.999999966,0,12.57368296,14.00000012,9.000000008,0.057868647,0,0,0,0,0,0,0,0,0,0,168743,248647,142992,7561,204,3681,9907,9936,10892
Monroe,7,1099,0,23068,9214,2,2,0,4,4,85.71428571,0.889977458,286313,3,3,0,0,0,3,0,4,4507.820448,4507.820448,2.702830959,2324.646912,2324.646912,1.337097295,21674.24155,11487.763,11988.50828,8987.508897,60.80186254,8.999999991,253.5730701,374.8494298,209.5637937,982.401343,18503.52432,9821.908597,10619.65815,7269.769353,42.52382911,8.992190084,243.9497652,318.6310285,169.7499575,827.4022101,4507.820448,2324.646912,1893.75309,2473.388487,4.99115788,0,93.89119533,41.79650417,25.76907877,243.6934427,2.702830959,1.337097295,2.107718302,0.595112691,0,0,0,0,0,0.161923708,11955,12718,9614,67,9,260,400,220,973
Montgomery,65,1101,81.53846154,229363,89981,23,37,21,16,18,58.46153846,0.669026826,3619072,35,57,31,53,31,4,0,18,78182.9001,159524.8851,73020.38396,35787.02585,69054.71944,33822.77313,180439.7218,75352.97357,70972.34181,99264.66408,3381.440384,117.3585821,477.2922102,6226.624555,6776.102237,5401.023417,98092.31342,41874.93184,36310.02024,55778.02417,2018.303222,69.55510125,278.2630231,3638.147545,4105.082005,2820.682724,5162.516135,1964.252724,3293.848193,1747.992831,13.84513631,1.119194948,25.25771121,80.45306948,35.29932134,143.0019004,0,0,0,0,0,0,0,0,0,0,91743,90656,125477,4821,171,589,7649,8314,7324
Morgan,27,1103,62.96296296,119490,47030,3,8,3,5,9,29.62962963,0.356766257,1511575,8,17,8,17,8,0,0,9,21964.76569,52192.46021,21844.87717,7042.179666,22022.97191,7010.182392,102118.5001,38354.80009,83144.7273,11012.15361,551.3230457,84.59142018,924.3508752,6401.353877,7164.567973,1991.397576,68000.91941,22390.61506,61456.27068,2987.799294,335.6585104,25.43159688,655.5452313,2540.214072,2414.040843,978.9835779,119.8885178,31.99727327,115.0340714,0,0,0,0.14218899,4.712257432,0,4.262687797,0,0,0,0,0,0,0,0,0,0,44765,95404,14185,691,107,1042,8061,9156,2474
Perry,3,1105,0,10591,3947,1,1,0,2,2,100,0.985742612,98436,1,1,0,0,0,1,0,2,881.5494765,881.5494765,0,517.3827952,517.3827952,0,9451.389455,6277.584738,3096.557398,6247.439238,29.69988669,4.992811594,16.72186609,55.97826895,103.4358749,499.6717962,6618.323451,4279.339999,2200.703607,4353.149024,13.86886138,4.000000074,10.09557611,36.50639256,38.08935758,349.456143,881.5494765,517.3827952,567.8617243,297.5798722,5.999999888,0,1.868662291,8.239215948,3.49094988,23.09645582,0,0,0,0,0,0,0,0,0,0,6410,3204,7276,30,5,17,59,114,472
Pickens,5,1107,0,19746,8012,0,0,0,3,3,80,0.621898106,207403,0,0,0,0,0,0,0,3,529.1386401,529.1386401,0,176.1656846,176.1656846,0,17248.39797,8697.010235,10057.30903,6862.48545,35.89565721,0.999999971,23.23031032,268.4774998,202.0085442,655.4488825,13313.98177,6471.920915,8492.543474,4642.104421,32.29556201,0.562421124,18.98804626,127.4878286,95.59989733,477.7190807,529.1386401,176.1656846,291.9661606,232.8864245,1.000000015,0,0.093319718,3.192737319,6.898121382,6.703786783,0,0,0,0,0,0,0,0,0,0,9957,11110,8211,36,1,28,360,313,781
Pike,8,1109,25,32899,13210,2,2,2,4,4,62.5,0.601538041,365873,2,2,2,2,2,0,0,4,7746.920359,13899.51742,6329.880092,3282.785013,7032.3254,2684.571417,28557.07439,14519.42333,17244.16139,9931.444256,481.1020521,21.42910013,173.3040382,705.6335366,584.8613867,1035.613179,19469.16895,8961.922542,12787.43487,5886.700866,107.0656546,17.50153571,140.5340821,529.9319321,428.4929323,563.0441381,1417.040267,598.2135955,929.5045275,457.0931737,3.13026832,0,14.26523843,13.04705608,8.288516155,26.67188383,0,0,0,0,0,0,0,0,0,0,15415,19144,12054,654,24,192,831,730,1176
Randolph,6,1111,16.66666667,22913,9164,1,1,1,2,2,66.66666667,0.589185179,267980,3,3,1,1,1,2,0,2,6137.556007,7098.864212,3778.875276,2692.475743,3190.203123,1714.893116,21242.05956,9046.216454,16313.67446,4192.736909,48.34407856,5.000000088,79.39851793,602.9055856,604.932052,491.9700357,19356.0366,8247.734188,15366.89074,3281.324717,36.77338756,5.000000088,76.41725125,589.6305004,592.6616404,457.7058925,2358.680731,977.582627,1840.438855,400.7320534,0,1,8.06107624,108.4487515,122.4853785,62.56076508,0,0,0,0,0,0,0,0,0,0,9513,17532,4607,55,5,84,630,649,544
Russell,13,1113,61.53846154,52947,21229,2,6,1,5,6,53.84615385,0.587002096,588941,3,9,2,8,2,1,0,6,5522.644935,18705.72582,4092.391109,2465.124674,9406.207495,1651.868172,39496.80049,18212.84273,22585.9801,15247.38067,172.2211978,79.12586467,164.1020891,1247.990601,1417.086102,1224.77281,23446.03129,9687.522421,13730.54348,8693.725294,106.8667667,54.45301488,98.64662897,761.7961372,861.0843475,603.5345766,1430.253825,813.2565011,284.2052738,1122.488057,0.771478597,0,3.99999989,18.78901465,19.017536,142.646191,0,0,0,0,0,0,0,0,0,0,26609,28449,22135,236,113,219,1795,1946,1767
Shelby,48,1117,60.41666667,195085,74072,1,3,1,3,6,12.5,0.229130892,3868386,24,29,24,29,24,0,0,6,60373.3699,104654.7843,60020.17141,10755.50916,21552.7153,10583.44974,171392.3533,39128.01214,144114.154,17028.14801,2922.931668,66.08775762,509.9956068,6751.036081,9717.780686,1780.140344,117148.9075,25967.2901,100813.5065,10388.84331,1831.6745,42.80022831,357.6643602,3714.418615,5066.173097,1358.981215,353.198488,172.0594179,349.714253,0,0,0,2.417214086,1.067021718,2.775628798,14.10759363,0,0,0,0,0,0,0,0,0,0,45246,161943,20732,3726,74,553,8057,11567,2125
St. Clair,13,1115,15.38461538,83593,31624,0,0,0,1,2,38.46153846,0.269161293,747262,2,2,2,2,2,0,0,2,9212.319577,10507.80695,9212.319577,1862.739426,2054.793537,1862.739426,79386.95314,28507.75628,70353.10611,6499.582261,467.5525045,42.41698212,273.1393917,1751.155854,1612.044846,862.9198695,69924.74258,24903.21922,62589.14396,5215.305878,355.1905706,35.06905119,236.5465939,1493.486512,1393.906285,683.4964636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30437,73741,7150,518,46,281,1857,1716,903
Sumter,4,1119,0,13763,5629,1,1,0,2,2,75,1.002688367,146318,1,1,0,0,0,1,0,2,2304.478097,2304.478097,21.49057625,1427.603667,1427.603667,13.70270672,12406.10959,7489.501632,3090.313339,9204.08456,32.48309179,4.00000001,11.00000002,64.2285888,81.99804628,733.9362865,10452.39166,6133.313284,2734.109401,7624.870752,29.51787816,1.452356701,6.132304025,56.30896291,62.54468658,593.5605494,2304.478097,1427.603667,470.0026147,1827.475481,2.000000007,0,0,5.000000103,6.535698751,122.6463641,21.49057625,13.70270672,8.021098181,13.46947889,0,0,0,0,0,1.236281725,7667,3326,10316,33,4,11,73,86,779
Talladega,22,1121,40.90909091,82291,31890,5,7,5,7,8,72.72727273,0.64442041,945283,7,9,7,9,7,0,0,8,14101.78617,24454.83271,14065.13488,5922.558684,12283.51616,5903.216259,73838.76185,33954.70322,49377.49167,22227.73768,280.393615,6.000000065,236.6511367,1710.487791,1528.429913,2097.414298,57959.01924,24612.74643,40876.77375,15443.87189,200.7373605,6.000000065,186.0905906,1245.545695,1103.887524,1244.862038,36.65129383,19.34242442,32.42620439,0.603584242,0,0,0,3.621505495,0,1.772018907,0,0,0,0,0,0,0,0,0,0,36810,53739,26055,339,6,264,1888,1671,2482
Tallapoosa,10,1123,10,41616,16985,1,1,1,5,6,70,0.513264129,464770,1,1,1,1,1,0,0,6,1513.161796,3192.062478,872.3152085,738.4201488,1669.164575,486.7507074,38154.09079,16807.88373,27176.86627,9736.510114,172.7556612,7.000000123,112.0993542,948.8593768,861.7395451,1326.783563,32434.37673,13581.00987,24196.13746,7289.315487,118.7921728,7.000000123,102.9330265,720.1985778,623.3159151,1064.985018,640.8465872,251.6694414,528.2669281,106.8350772,0.022739753,0,0.629334956,5.092506937,11.9645554,14.72953519,0,0,0,0,0,0,0,0,0,0,18409,29087,11083,197,8,121,1120,1042,1465
Tuscaloosa,47,1125,70.21276596,194656,76141,8,19,8,12,15,48.93617021,0.540491945,2606220,18,31,17,30,17,1,0,15,46589.143,101958.9704,43093.63769,15604.64049,43137.91056,14596.54337,157128.0822,59022.16751,107616.5586,43472.36891,1567.038359,95.32815856,445.5190664,3931.269184,4587.732595,3369.874678,96061.83059,29757.85793,73331.43202,19765.72163,697.0274574,27.64024659,281.150769,1958.858441,2155.84277,1416.145729,3562.281971,1025.517124,3430.377873,61.79778928,9.316368394,0,10.42543203,50.36450264,41.63600796,38.66200933,0,0,0,0,0,0,0,0,0,0,71305,129004,57611,2306,117,526,5092,5949,4546
Walker,18,1127,11.11111111,67023,26571,2,2,2,6,7,77.77777778,0.614565149,834806,2,2,2,2,2,0,0,7,6046.850064,8240.439375,5759.740118,2520.545824,3435.02736,2422.004979,62447.37863,29745.95869,57319.64967,3383.060502,165.9435018,32.78540844,226.4343194,1319.50523,1154.476281,1413.809741,55078.82858,26379.13742,50803.96931,2806.022938,124.3464182,27.62312992,198.3445978,1118.5222,991.6553718,1195.296728,287.1099465,98.54084502,282.6547014,0,0.551774606,0,0.033956047,3.869513428,2.552963796,0.747705831,0,0,0,0,0,0,0,0,0,0,30773,61146,3928,195,36,251,1467,1307,1480
Washington,5,1129,0,17581,6758,1,1,0,0,0,40,0.472100563,257390,1,1,0,0,0,1,0,0,1478.896947,1478.896947,0,630.0267184,630.0267184,0,17286.73959,6670.841625,11337.82875,4280.230891,18.26721949,11.99999989,1395.473475,242.9392526,145.1784801,283.536568,16762.63549,6412.44273,11085.89528,4061.929722,17.96754264,11.99999989,1347.401158,237.4417855,138.9703089,275.0898538,1478.896947,630.0267184,1081.172873,366.7610167,2.134174153,1.000000004,15.74998614,12.07889514,6.279486484,16.65918291,0,0,0,0,0,0,0,0,0,0,6551,11508,4380,20,12,1411,250,151,262
Wilcox,4,1131,0,11670,4484,3,3,0,4,4,100,1.536418166,110032,3,3,0,0,0,3,0,4,4997.128569,4997.128569,2.104822197,3555.235862,3555.235862,1.382845537,11590.54491,7636.137568,3093.528089,8420.253769,4.000000041,0.999999978,14.00000002,57.76306666,71.73474452,604.187101,11304.07855,7534.051079,2974.795407,8254.525178,4.000000041,0.999999978,14.00000002,55.75797427,67.3211405,597.5051523,4997.128569,3555.235862,960.3870469,4011.082404,4.000000041,0.999999978,5.304732492,15.35438177,40.72640401,282.0459822,2.104822197,1.382845537,0.709765099,1.395057099,0,0,0,0,0,0.068262728,7066,3126,8465,4,1,14,60,72,508
Winston,7,1133,0,24484,10163,1,1,0,2,2,85.71428571,0.629390622,302459,1,1,0,0,0,1,0,2,947.6712864,947.6712864,0,382.9527565,382.9527565,0,21960.13552,10858.79542,21071.30521,98.51062586,43.25570187,23.86334993,135.0890584,588.111572,502.8065536,533.5359573,19188.31224,9372.783492,18510.16736,80.98580911,37.34719967,15.99914784,107.6937274,436.1190056,345.7554691,407.1480828,947.6712864,382.9527565,925.8188728,0.243523405,0,0.240492678,4.303236719,17.06515782,7.731955001,20.39648841,0,0,0,0,0,0,0,0,0,0,11845,23409,115,60,28,163,709,639,635
Alaska,167,2000,50.89820359,710231,258058,34,48,29,35,50,32.33532934,0.264097174,13381966,88,124,77,83,47,41,30,62,242611.0404,395728.3953,219611.4643,67110.84237,105414.9318,58557.08897,573422.1818,147157.3982,393807.5373,16825.97468,25435.75822,4662.773259,84839.46719,47850.671,29583.53976,18173.41187,395124.3778,101725.6297,279203.4062,7808.239696,12402.80704,1706.809859,65119.6218,28883.49321,17017.45002,13515.92396,82302.50834,35516.30063,36954.10383,542.4482477,1515.799615,136.5248882,38880.22098,4273.410668,1647.471799,8917.452946,55707.44384,26730.84433,18707.90501,408.3028751,1213.733832,77.4051219,32284.79667,3015.30026,1085.755718,7520.73957,186291,473576,23263,38135,7409,104871,62977,39249,24148
0,7,#N/A,0,13798,5718,4,4,3,3,2,71.42857143,0.886360342,393613,4,4,3,0,0,4,3,3,4475.521492,4475.521492,3312.483435,1798.327048,1798.327048,1424.14703,10847.98758,3678.117684,6449.376526,35.11870269,100.8181735,28.38678364,3268.366288,965.921121,271.6432367,703.727983,8749.716704,3085.840157,4916.816218,27.99965893,48.04575018,24.10804255,2973.865025,758.8820121,217.4312906,566.4604594,4475.521492,1798.327048,2823.217008,16.32004764,25.28761865,9.698624453,1227.56534,373.4328486,120.0315433,408.1682405,3312.483435,1424.14703,1815.803887,13.65681716,16.31551224,6.329804008,1157.302303,303.0751008,100.806507,368.5504183,4710,8235,44,165,30,4019,1305,369,893
Aleutians East,1,2013,0,3141,553,1,1,1,1,1,100,0.522126711,63250,1,1,1,0,0,1,1,1,2203.00003,2203.00003,2045.077214,1097.387178,1097.387178,1018.825346,3048.207118,1473.43654,637.9803928,217.7799061,1089.457316,17.9724879,863.9454499,221.0715048,364.6064139,124.5264909,2970.725143,1438.963276,623.6956185,217.0967741,1062.73508,17.8870964,834.2013315,215.1091835,357.1773534,121.3170448,2203.00003,1097.387178,507.9999964,210.0000062,787.9999923,17.00000041,515.9999959,163.9999986,280.0000028,93.88705173,2045.077214,1018.825346,418.863625,208.0000061,784.9999922,17.00000041,464.142366,152.0711835,274.0000028,64.85923637,1573,660,219,1130,19,876,237,385,124
Aleutians West,2,2016,0,5561,1212,1,1,1,1,0,50,0.409998202,153308,1,1,1,0,0,1,1,1,1196.134742,1196.134742,1185.000011,463.1864779,463.1864779,459.9671071,4636.280132,1518.604396,1723.409561,278.4830871,1174.575059,85.23242098,819.2773092,555.3026929,610.4238701,161.92737,3932.607322,1279.49794,1462.523611,238.7786893,902.5680941,71.81030375,768.4400282,488.4865891,527.9204642,139.5008316,1196.134742,463.1864779,293.3350195,33.2283871,181.2175864,7.19020197,589.2694482,91.89409249,62.45677331,99.61404063,1185.000011,459.9671071,289.0000034,32.00000045,178.0000059,7.000000167,588.9999956,89.99999953,60.00000001,99.52380935,1780,2004,332,1606,103,857,659,726,176
